"Time","Temperature 1","Temperature 2","Force"
9.16,22.2,18.7,3
9.18,21.7,18.7,3
9.20,22.2,18.3,3
9.22,21.7,18.7,4
9.24,21.7,18.3,4
9.26,21.7,18.3,3
9.28,22.2,18.3,4
9.30,22.2,18.3,4
9.32,21.7,18.3,2
9.34,22.2,18.3,4
9.36,21.7,18.3,4
9.38,22.2,18.3,6
9.40,21.7,17.9,4
9.42,22.6,18.3,3
9.44,21.7,18.3,4
9.46,22.2,18.7,3
9.48,21.7,18.7,6
9.50,22.2,18.3,4
9.52,22.2,18.7,2
9.54,21.7,18.3,4
9.56,22.2,18.7,2
9.58,21.7,18.3,4
9.60,22.2,18.3,4
9.62,22.2,17.9,4
9.64,22.2,18.3,7
9.66,21.7,18.3,3
9.68,21.7,18.7,4
9.70,22.2,18.3,3
9.72,21.7,18.7,4
9.74,22.2,18.7,3
9.76,22.2,18.3,3
9.78,22.2,18.7,6
9.80,21.7,18.7,3
9.82,22.2,18.7,4
9.84,22.2,18.3,4
9.86,22.2,18.3,2
9.88,22.2,18.3,3
9.90,21.7,18.3,4
9.92,22.2,18.3,4
9.94,21.7,18.3,4
9.96,22.6,18.7,4
9.98,22.2,18.7,4
10.00,22.2,18.7,4
10.02,21.7,18.7,3
10.04,22.2,18.7,6
10.06,22.2,18.7,4
10.08,21.7,18.3,6
10.10,22.2,18.3,3
10.12,21.7,18.3,4
10.14,22.2,18.3,4
10.16,21.7,18.3,3
10.18,22.2,18.3,6
10.20,22.2,18.3,6
10.22,22.2,18.3,3
10.24,22.2,18.3,4
10.26,21.7,18.3,4
10.28,22.2,18.7,4
10.30,22.2,18.7,3
10.32,22.2,18.7,6
10.34,21.7,18.3,7
10.36,21.7,18.3,4
10.38,21.7,18.3,4
10.40,21.7,18.3,4
10.42,21.7,18.3,2
10.44,21.3,18.3,4
10.46,22.2,18.3,3
10.48,21.7,18.3,7
10.50,22.2,18.3,4
10.52,22.2,18.3,3
10.54,22.2,18.7,6
10.56,22.2,18.7,3
10.58,22.2,18.7,4
10.60,21.7,18.7,6
10.62,21.7,18.3,6
10.64,22.2,18.7,4
10.66,21.7,18.3,3
10.68,21.7,18.3,4
10.70,21.7,17.9,4
10.72,22.2,18.3,4
10.74,22.2,18.3,6
10.76,22.2,18.7,6
10.78,22.2,18.3,4
10.80,22.2,18.3,4
10.82,22.2,18.3,6
10.84,21.7,18.3,4
10.86,22.2,18.7,2
10.88,22.2,18.7,4
10.90,22.2,18.7,7
10.92,21.3,18.3,3
10.94,22.2,18.3,4
10.96,22.2,18.3,3
10.98,22.2,18.3,4
11.00,22.2,18.3,3
11.02,21.7,17.9,4
11.04,22.2,18.3,7
11.06,22.2,18.7,3
11.08,22.2,18.3,4
11.10,21.7,18.3,3
11.12,22.2,18.7,4
11.14,22.2,18.7,4
11.16,21.7,18.3,3
11.18,22.2,18.3,7
11.20,21.7,18.7,3
11.22,21.7,18.7,4
11.24,21.7,18.3,6
11.26,22.2,18.3,3
11.28,22.2,18.3,3
11.30,22.2,18.3,4
11.32,21.7,18.3,7
11.34,22.2,18.3,4
11.36,22.2,18.3,3
11.38,22.2,18.7,7
11.40,22.2,18.7,4
11.42,21.7,18.7,3
11.44,22.2,18.7,6
11.46,21.7,18.3,6
11.48,22.2,18.7,3
11.50,21.7,18.3,3
11.52,22.2,18.3,4
11.54,21.7,18.3,4
11.56,22.2,17.9,3
11.58,21.7,18.3,6
11.60,22.2,18.3,6
11.62,22.2,18.7,3
11.64,22.2,18.3,4
11.66,22.2,18.7,4
11.68,21.7,18.3,4
11.70,22.2,18.7,3
11.72,22.2,18.7,2
11.74,22.2,18.7,7
11.76,21.7,18.3,3
11.78,21.7,18.3,4
11.80,22.2,18.3,6
11.82,22.2,18.3,4
11.84,22.2,18.7,3
11.86,21.7,18.3,3
11.88,22.2,18.3,8
11.90,22.2,18.3,4
11.92,22.6,18.3,4
11.94,22.2,18.7,4
11.96,22.2,18.7,4
11.98,21.7,18.7,4
12.00,22.2,18.3,3
12.02,22.2,18.3,7
12.04,21.7,18.3,4
12.06,22.2,18.3,3
12.08,21.7,18.3,6
12.10,22.2,18.3,4
12.12,22.2,18.3,4
12.14,22.2,18.3,4
12.16,21.7,18.3,4
12.18,21.7,18.7,4
12.20,22.2,18.3,4
12.22,21.7,18.3,4
12.24,22.2,18.7,4
12.26,21.7,18.7,3
12.28,21.7,18.7,4
12.30,21.7,18.3,6
12.32,22.2,18.3,4
12.34,21.7,18.3,4
12.36,22.2,18.3,4
12.38,22.2,18.3,7
12.40,21.7,18.3,3
12.42,22.2,18.3,3
12.44,22.2,18.7,7
12.46,22.2,18.3,2
12.48,21.7,18.3,4
12.50,22.2,18.3,4
12.52,22.2,18.7,4
12.54,21.7,18.3,2
12.56,22.2,18.7,3
12.58,21.3,18.7,7
12.60,22.2,18.3,3
12.62,22.2,17.9,4
12.64,22.2,18.3,4
12.66,21.7,18.7,4
12.68,22.2,18.3,3
12.70,22.2,18.3,3
12.72,22.2,18.3,6
12.74,22.2,18.3,3
12.76,22.2,18.3,3
12.78,21.7,18.7,6
12.80,21.7,18.7,4
12.82,22.2,18.7,3
12.84,22.2,18.3,3
12.86,22.2,18.3,4
12.88,21.7,18.3,4
12.90,22.2,18.3,4
12.92,22.2,18.3,4
12.94,22.2,18.3,6
12.96,22.2,18.3,3
12.98,21.7,18.3,4
13.00,22.2,18.3,6
13.02,21.7,18.7,3
13.04,22.6,18.7,4
13.06,21.7,18.3,4
13.08,22.2,18.3,4
13.10,21.7,18.3,3
13.12,21.7,18.3,3
13.14,22.2,18.7,7
13.16,22.2,18.3,3
13.18,22.2,18.3,4
13.20,21.7,18.3,4
13.22,21.7,18.3,4
13.24,21.7,18.3,3
13.26,22.2,18.3,3
13.28,22.2,18.7,6
13.30,21.7,18.3,3
13.32,22.2,18.3,4
13.34,21.7,18.3,4
13.36,22.2,18.7,3
13.38,21.7,18.7,4
13.40,22.2,18.7,4
13.42,22.2,18.3,4
13.44,22.2,18.3,4
13.46,22.2,17.9,4
13.48,22.2,18.3,6
13.50,22.2,18.7,4
13.52,21.7,18.3,4
13.54,21.7,18.3,6
13.56,21.7,18.3,4
13.58,22.2,18.3,3
13.60,22.2,18.7,4
13.62,22.2,18.7,4
13.64,22.2,18.7,3
13.66,21.7,18.3,3
13.68,22.2,18.3,4
13.70,21.7,17.5,4
13.72,22.2,18.3,3
13.74,22.2,18.3,4
13.76,22.2,18.7,4
13.78,22.2,18.3,6
13.80,21.7,18.3,4
13.82,22.2,18.3,3
13.84,21.7,18.3,6
13.86,22.2,18.7,3
13.88,21.7,18.3,4
13.90,21.7,18.7,6
13.92,21.7,18.3,4
13.94,21.7,17.9,4
13.96,22.2,18.3,4
13.98,21.7,18.7,6
14.00,22.6,18.3,4
14.02,21.7,18.3,6
14.04,22.2,18.3,6
14.06,22.2,18.3,3
14.08,21.7,18.7,4
14.10,21.7,18.7,4
14.12,21.7,18.7,4
14.14,22.2,18.3,4
14.16,21.7,18.3,4
14.18,22.2,17.9,6
14.20,21.7,18.3,3
14.22,22.2,18.3,3
14.24,22.2,17.9,4
14.26,21.3,18.3,4
14.28,22.2,18.3,4
14.30,22.2,18.3,4
14.32,22.2,18.7,6
14.34,21.7,18.7,3
14.36,22.2,18.7,4
14.38,22.2,18.3,4
14.40,22.2,18.3,4
14.42,21.7,18.3,4
14.44,22.2,18.7,4
14.46,21.7,18.7,6
14.48,21.3,18.3,6
14.50,21.7,18.3,4
14.52,22.2,17.9,4
14.54,22.6,18.3,4
14.56,21.7,18.7,2
14.58,21.7,18.7,4
14.60,21.7,18.7,4
14.62,21.7,18.7,4
14.64,22.2,18.3,4
14.66,21.7,18.3,4
14.68,22.2,18.7,4
14.70,21.7,18.3,3
14.72,22.2,18.3,4
14.74,21.3,18.3,6
14.76,21.7,18.3,3
14.78,21.7,18.3,4
14.80,21.7,18.3,4
14.82,22.2,18.7,3
14.84,21.7,18.3,3
14.86,22.2,18.7,4
14.88,21.7,18.3,7
14.90,21.7,17.9,3
14.92,21.7,18.3,3
14.94,21.7,18.3,4
14.96,22.2,18.3,3
14.98,21.7,18.3,3
15.00,22.2,18.3,4
15.02,22.2,18.3,7
15.04,22.2,18.3,4
15.06,22.2,18.7,3
15.08,21.7,18.7,3
15.10,22.2,18.7,3
15.12,21.3,18.3,3
15.14,22.2,18.3,4
15.16,21.7,18.3,4
15.18,22.2,18.3,3
15.20,21.7,18.3,3
15.22,21.7,18.3,4
15.24,21.7,18.3,6
15.26,21.7,17.9,3
15.28,22.2,18.3,4
15.30,22.2,18.3,6
15.32,22.2,18.7,4
15.34,21.7,18.7,4
15.36,22.2,18.3,4
15.38,22.2,18.3,6
15.40,22.2,18.3,2
15.42,22.2,18.7,4
15.44,22.2,18.3,6
15.46,21.7,18.3,2
15.48,22.2,18.3,4
15.50,21.7,18.3,4
15.52,21.7,18.3,6
15.54,22.2,18.3,3
15.56,22.2,18.3,2
15.58,22.2,18.3,7
15.60,22.2,18.3,3
15.62,21.7,18.3,3
15.64,21.7,18.7,3
15.66,21.7,18.3,3
15.68,22.2,18.3,4
15.70,21.7,18.3,3
15.72,21.7,18.3,7
15.74,22.2,18.3,3
15.76,22.2,18.3,3
15.78,21.7,18.3,4
15.80,22.2,18.3,3
15.82,22.2,18.3,3
15.84,22.2,18.3,4
15.86,22.2,18.3,6
15.88,21.3,18.7,4
15.90,22.2,18.7,3
15.92,21.7,18.3,6
15.94,22.2,18.7,4
15.96,21.7,18.3,3
15.98,22.2,18.3,3
16.00,22.2,18.3,4
16.02,21.7,18.3,3
16.04,22.2,18.3,3
16.06,21.7,18.3,3
16.08,22.6,18.3,6
16.10,22.2,18.3,2
16.12,22.2,18.7,3
16.14,21.7,18.3,6
16.16,22.2,18.7,3
16.18,21.7,18.3,4
16.20,22.2,18.3,3
16.22,22.2,18.3,4
16.24,21.7,18.3,4
16.26,22.2,18.3,2
16.28,21.7,18.3,7
16.30,22.2,18.3,4
16.32,22.2,18.3,4
16.34,22.2,18.3,4
16.36,21.7,18.7,3
16.38,22.2,18.7,3
16.40,21.7,18.7,2
16.42,21.7,18.3,6
16.44,22.2,18.7,3
16.46,22.2,18.3,4
16.48,22.2,18.3,4
16.50,21.7,18.3,3
16.52,22.2,18.3,3
16.54,21.7,18.3,4
16.56,22.2,18.3,4
16.58,22.2,18.3,4
16.60,21.7,18.3,4
16.62,22.2,18.7,4
16.64,21.7,18.7,3
16.66,22.2,18.7,2
16.68,22.2,18.3,3
16.70,22.2,18.3,3
16.72,22.2,18.3,2
16.74,21.7,18.3,3
16.76,22.2,18.3,3
16.78,21.3,18.3,4
16.80,22.2,18.3,3
16.82,21.7,18.3,4
16.84,22.2,18.3,4
16.86,22.2,18.7,1
16.88,21.7,18.7,3
16.90,22.2,18.7,4
16.92,21.7,18.3,4
16.94,22.2,18.3,3
16.96,21.7,18.3,2
16.98,21.7,18.3,4
17.00,21.7,17.9,3
17.02,22.2,18.3,4
17.04,22.2,18.3,4
17.06,21.7,18.3,3
17.08,22.2,18.3,4
17.10,21.7,18.3,3
17.12,22.2,18.3,6
17.14,21.7,18.3,4
17.16,22.2,18.3,2
17.18,21.7,18.3,6
17.20,21.7,18.3,2
17.22,21.7,18.3,3
17.24,21.7,17.9,3
17.26,21.7,18.3,3
17.28,21.7,18.3,3
17.30,22.2,18.3,4
17.32,21.7,17.9,6
17.34,22.2,18.3,3
17.36,22.2,18.7,3
17.38,22.2,18.7,3
17.40,21.3,18.3,4
17.42,21.7,18.3,3
17.44,22.6,18.7,3
17.46,21.7,18.3,4
17.48,22.2,18.3,4
17.50,21.3,18.3,3
17.52,22.2,18.3,3
17.54,21.7,17.9,4
17.56,22.2,18.3,2
17.58,22.2,18.3,4
17.60,21.7,18.7,4
17.62,22.2,18.7,4
17.64,22.2,18.3,3
17.66,22.2,18.3,2
17.68,22.2,18.3,4
17.70,21.7,18.3,2
17.72,21.7,18.3,4
17.74,21.7,17.9,4
17.76,22.2,18.3,2
17.78,21.7,18.3,4
17.80,22.2,18.3,2
17.82,21.7,18.3,6
17.84,22.2,18.7,3
17.86,21.7,18.7,4
17.88,22.2,18.7,6
17.90,22.2,18.3,2
17.92,22.2,18.7,4
17.94,22.2,18.3,3
17.96,21.3,18.3,3
17.98,22.2,18.3,4
18.00,22.2,18.3,3
18.02,22.2,18.3,6
18.04,21.7,18.3,3
18.06,22.2,18.3,3
18.08,21.7,18.7,4
18.10,21.7,18.7,3
18.12,22.2,18.7,3
18.14,21.7,18.7,4
18.16,22.2,18.3,4
18.18,21.7,18.7,4
18.20,21.7,18.7,3
18.22,21.7,18.3,4
18.24,22.2,18.3,3
18.26,21.7,18.3,2
18.28,21.7,18.3,4
18.30,22.2,18.3,4
18.32,21.7,18.3,4
18.34,22.2,18.7,4
18.36,21.7,18.7,3
18.38,22.2,18.3,4
18.40,21.7,18.3,3
18.42,21.7,18.3,4
18.44,22.2,18.7,4
18.46,22.2,18.3,2
18.48,21.7,18.3,3
18.50,21.7,18.3,3
18.52,22.2,18.3,4
18.54,21.7,18.3,3
18.56,22.2,18.3,4
18.58,22.2,18.7,6
18.60,22.2,18.7,3
18.62,21.7,18.3,3
18.64,21.7,18.3,4
18.66,21.7,18.3,2
18.68,21.7,18.7,3
18.70,22.2,18.3,2
18.72,21.7,17.9,7
18.74,22.2,18.3,4
18.76,21.7,18.3,3
18.78,22.2,18.3,4
18.80,21.7,18.3,2
18.82,21.7,18.3,3
18.84,22.2,18.3,3
18.86,22.2,18.3,6
18.88,22.6,18.3,3
18.90,22.2,18.7,2
18.92,22.2,18.7,6
18.94,21.7,18.3,4
18.96,22.2,18.3,2
18.98,22.2,18.3,4
19.00,22.2,18.3,4
19.02,21.7,18.3,3
19.04,21.7,18.3,3
19.06,22.2,18.3,4
19.08,22.2,18.3,4
19.10,22.6,18.3,2
19.12,22.2,18.7,4
19.14,22.2,18.7,6
19.16,22.2,18.3,3
19.18,21.7,18.7,3
19.20,22.2,18.3,3
19.22,21.7,18.3,6
19.24,22.2,18.3,3
19.26,22.2,18.3,2
19.28,22.2,18.3,6
19.30,21.7,17.9,2
19.32,21.7,18.3,4
19.34,21.7,18.3,4
19.36,22.2,18.7,3
19.38,22.2,18.3,3
19.40,21.7,18.7,2
19.42,22.2,18.7,7
19.44,21.3,18.3,3
19.46,21.7,18.3,3
19.48,22.2,17.9,6
19.50,22.2,18.3,4
19.52,22.2,18.3,2
19.54,22.2,18.3,3
19.56,21.7,18.3,6
19.58,21.3,18.3,4
19.60,22.6,18.3,3
19.62,21.7,18.3,6
19.64,22.2,18.7,4
19.66,21.7,18.7,3
19.68,22.2,18.3,4
19.70,21.7,18.3,6
19.72,22.2,18.3,4
19.74,22.2,18.3,3
19.76,21.7,18.3,4
19.78,22.2,18.3,6
19.80,21.7,18.3,3
19.82,22.2,18.3,4
19.84,22.2,18.7,6
19.86,21.7,18.3,2
19.88,22.2,18.3,4
19.90,21.7,18.3,4
